Player Name,Batting Type,Hand,Pitching Type,Hand Bonus,Season,bruh,,,,
Mike Oxlittle,BN,Right,,,5,,,,,
Sleve McDichael,WC,Right,BF,H,5,,,,,
S. Jay Cutler,BP,Right,,,5,,,,,
Artie Ziff,BN,Right,TT,H,5,,,,,
Speedy Claxton,S,Right,,,5,,,,,
Tucker Doubt,BN,Left,BF,H,5,,,,,
Mr. Miyagi,BC,Left,BS,H,5,,,,,
IBO Bust,1B,Right,,,5,,,,,
Richard Saks,SM,Right,BS,H,5,,,,,
Jabreakit Jubawit,XB,Right,,,5,,,,,
Peter Peckershine,BC,Right,1B,,5,,,,,
Mo Jungo,XB,Right,,,5,,,,,
Sal Grommet,XB,Right,,,5,,,,,
Mongster Mash,1B,Right,NT,H,5,,,,,
Rake Inthelake,WC,Left,BS,H,5,,,,,
Doc Otis,1B,Left,TT,H,5,,,,,
Thaddeus Gomorrah,BC,Right,,,5,,,,,
Mason Miller,SF,Left,WC,S,5,,,,,
Barry McKockiner,SF,Left,BS,H,5,,,,,
Ola Gjeilo,1B,Right,,,5,,,,,
Indy Sayne,BC,Right,,,5,,,,,
Isaac Snowbender,BC,Left,,,5,,,,,
Mylo Grams,BC,Right,FP,S,5,,,,,
Richard Northstar,1B,Left,TT,S,5,,,,,
Caleb Aiken,BC,Right,,,5,,,,,
Kentho Birne,1B,Left,TT,H,5,,,,,
Skye McDowell,EN,Right,POS,,5,,,,,
Miroslav,BC,Right,FP,S,5,,,,,
Casey Nine,BC,Left,,,5,,,,,
Coleman Waters,XB,Right,BS,B,5,,,,,
Nipsey Slip,BC,Left,EG,S,5,,,,,
Joey-Claire Hiveswap,EN,Left,,,5,,,,,
Johnny Dickshot,S,Right,EG,S,5,,,,,
Birdman,S,Right,NT,B,5,,,,,
Oni R1,BN,Left,,,5,,,,,
Jack Meloy,BP,Right,,,5,,,,,
Demetrios Ooga,BC,Left,EG,S,5,,,,,
Dottie Hooligan,MH,Left,EG,S,5,,,,,
Rob Patterson,EN,Left,,,5,,,,,
Paddy O'Connor,BC,Left,TT,H,5,,,,,
Hubert Farnsworth,XB,Right,,,5,,,,,
Roland Kholin,BC,Left,NH,B,5,,,,,
Pesky Burrito,1B,Right,FP,H,5,,,,,
Phil Coulson,1B,Left,,,5,,,,,
Not From Wisconsin,XB,Right,BS,B,5,,,,,
Phillips Mahooters,1B,Left,,,5,,,,,
Bo-Horse Jackman,BN,Right,,,5,,,,,
Supreme Asslord,1B,Left,,,5,,,,,
Atlas Quin,MH,Left,TT,H,5,,,,,
Eric Leeder,SF,Right,BS,B,5,,,,,
Dick Nutter LXIX,BP,Right,,,5,,,,,
Jameson Poe,BP,Right,NT,H,5,,,,,
Chaz Gorbachuck,S,Right,,,5,,,,,
Pork Torkleton,BP,Right,EG,H,5,,,,,
Babraham Thincoln,BP,Left,,,5,,,,,
Primal Cookie,BC,Right,,,5,,,,,
Prince Fuzzdong,WC,Left,,,5,,,,,
Johnny Diamond,WC,Right,,,5,,,,,
Henri Deschenes,XB,Right,WC,H,5,,,,,
Reggie Stocker,BP,Left,,,5,,,,,
River Ride,BC,Left,NH,S,5,,,,,
Fuzzy Spit,XB,Right,,,5,,,,,
Oscar Vinegrette,SF,Right,TD,S,5,,,,,
Bench Warmer,BP,Right,BS,H,5,,,,,
Skippy Gustafsson,WC,Left,,,5,,,,,
Festus Ezeli,1B,Right,,,5,,,,,
Captain Harry C Legs,BP,Left,,,5,,,,,
Rabbi Chase,BN,Right,BB,B,5,,,,,
Randy Poovey,1B,Left,,,5,,,,,
Jordan Peppers,1B,Right,FP,H,5,,,,,
Ray Dingerz,1B,Right,FP,H,5,,,,,
Ronald Eagle Jr.,1B,Right,,,5,,,,,
Red Arrow,BC,Right,BS,H,5,,,,,
Rey Revanchist,HK,Right,BS,H,5,,,,,
Junior Longuys,1B,Left,FP,H,5,,,,,
Revan Skywalker,1B,Right,TD,S,5,,,,,
cocl,BC,Right,EG,B,5,,,,,
Brian Zucchini,BC,Left,,,5,,,,,
Riles McGiles,EN,Right,,,5,,,,,
Iris Solstice,BP,Right,BS,H,5,,,,,
Robbie Liapis,BP,Left,BB,B,5,,,,,
Tendaji Okoye,EN,Left,,,5,,,,,
Graham Grams,BC,Left,,,5,,,,,
Starlight,BN,Left,EG,S,5,,,,,
Maxelia Gray,MH,Right,BS,S,5,,,,,
Rotticus Scott,BC,Left,BF,B,5,,,,,
Alexander Hamilton II,1B,Right,BS,H,5,,,,,
Goldie Jones,WC,Right,,,5,,,,,
Sablo Panchez,SM,Right,,,5,,,,,
Jackie Jill,BC,Right,,,5,,,,,
S.A.R. Dinka,1B,Right,WC,H,5,,,,,
Sam Smith,BP,Right,,,5,,,,,
Walter Yeller Weller,BN,Left,NH,S,5,,,,,
Derek Tombides,EN,Right,,,5,,,,,
Jaeger Ward,BP,Right,BS,B,5,,,,,
Davoin Shower-Handel,BC,Left,,,5,,,,,
Picov Andropov,XB,Left,,,5,,,,,
Dirk Thrustmore,XB,Right,,,5,,,,,
Shogun Of Harlem,WC,Right,,,5,,,,,
Geno Scaramucci,BP,Left,NT,B,5,,,,,
Silver Edgeworth,BP,Right,BF,B,5,,,,,
Jayson Kincaid,BP,Right,,,5,,,,,
Sini Alexander,1B,Right,WC,H,5,,,,,
Eric Cowan,BN,Right,,,5,,,,,
Joey Wheeler,MH,Left,BS,B,5,,,,,
Caleb Craven,BC,Right,1B,S,5,,,,,
Joe Random,BP,Right,,,5,,,,,
Vigolashi Dongeroso,S,Left,,,5,,,,,
Daniel Dove,SF,Right,BB,H,5,,,,,
Fish Fingers,SM,Right,NH,S,5,,,,,
Chuck McCluster,XB,Right,,,5,,,,,
Jose Canyousico,WC,Right,FP,H,5,,,,,
Herderber Derperger III,BC,Right,,,5,,,,,
Shirley Sir,BC,Left,NH,H,5,,,,,
Viktor Patterson,1B,Right,EN,B,5,,,,,
Cooper McBurney,WC,Right,,,5,,,,,
Kris Kringle,1B,Right,,,5,,,,,
Jeffrey Salmon,BC,Right,,,5,,,,,
Jake Wexler,HK,Left,,,5,,,,,
Dominus Nominus,1B,Right,BS,B,5,,,,,
Luther Strangelove III,1B,Right,,,5,,,,,
Sticky Mickey Mantle,BP,Right,,,5,,,,,
Jeter O'Cola,BC,Right,NT,H,5,,,,,
Michael Smith,BN,Right,NH,H,5,,,,,
Streetlamp LeMoose,EN,Right,TD,S,5,,,,,
Bartholomew J. Bottomtext,SM,Left,BF,H,5,,,,,
Stubby Footman,BN,Right,,,5,,,,,
Lee Allen Ripley,BP,Left,FP,B,5,,,,,
Nicholas Fouss,S,Left,NH,H,5,,,,,
Cam Singleton,1B,Left,EG,S,5,,,,,
Syd Kidd,BN,Left,EG,B,5,,,,,
Tre Nichols,1B,Left,,,5,,,,,
Thomas Beowulf,WC,Left,BS,S,5,,,,,
Pang Winn,BC,Left,EG,H,5,,,,,
Justin Dingers,XB,Right,,,5,,,,,
Teddy Blisblinne,BN,Left,NH,S,5,,,,,
Makesiondon Kelkboom,WC,Right,,,5,,,,,
Tequila Sunrise,BP,Right,EG,S,5,,,,,
Abraham Lincoln,WC,Left,NT,H,5,,,,,
Mike Hawk,BN,Right,BS,B,5,,,,,
Jay Money,HK,Right,,,5,,,,,
Tanner Hendrix,BN,Left,BS,H,5,,,,,
Alex Peters,SM,Right,,,5,,,,,
"Adrian ""Pudge"" Young",MH,Right,,,5,,,,,
Billy McBeans,BP,Right,,,5,,,,,
Assassin Xekutioner,XB,Left,TD,S,5,,,,,
Clarinet Clarinet,BC,Left,EG,H,5,,,,,
Karl Jernigan,WC,Left,FP,S,5,,,,,
Monty Johnson,WC,Left,,,5,,,,,
Frankson Ahtra,BC,Left,,,5,,,,,
Nate Kondylis,XB,Right,,,5,,,,,
Red Fox,BC,Right,,,5,,,,,
KlentakPay TheFuckingTax,WC,Right,,,5,,,,,
Wee Laddy Donkus,S,Left,EG,S,5,,,,,
Kevin Harrison,S,Left,,,5,,,,,
Delta Airlines,1B,Left,WC,B,5,,,,,
Chris Yukine,WC,Left,,,5,,,,,
Ted James III,1B,Right,,,5,,,,,
Tyler Phoenix,SM,Right,,,5,,,,,
Jimmy Haase,BP,Right,,,5,,,,,
Hingle McCringleberry,EN,Left,,,5,,,,,
Trevor Rose,BN,Right,,,5,,,,,
Tabasco Greensauce,WC,Right,SF,B,5,,,,,
Larry Longshot,TT,Right,FP,H,5,,,,,
Tristan Leung,BN,Left,TT,S,5,,,,,
Truck Month,1B,Right,NT,S,5,,,,,
Jrue Pierce,XB,Right,NH,H,5,,,,,
Rich Poorman,1B,Right,,,5,,,,,
Turnip Stonk,XB,Left,TD,S,5,,,,,
Scherbie Fully-Loaded,S,Right,BF,H,5,,,,,
Ryan Tyburn,1B,Right,NH,H,5,,,,,
Steven Seagal,MH,Right,FP,H,5,,,,,
Dinglebop McKringleberry,1B,Right,,,5,,,,,
Jerome Garcia,BC,Right,BS,B,5,,,,,
John Valor,BP,Right,EG,H,5,,,,,
Tyrone Jennings,WC,Left,EG,S,5,,,,,
Girth Brooks,BN,Right,,,5,,,,,
Viking Fishbird,1B,Right,NH,S,5,,,,,
Vinny Vega,SF,Right,NT,S,5,,,,,
Bingo Hammersmith,WC,Left,,,5,,,,,
Bobo Bones,WC,Left,WC,S,5,,,,,
Tommy Tightpants,BP,Right,TT,H,5,,,,,
Dick Pole,MH,Right,,,5,,,,,
Che Or,BC,Right,WC,S,5,,,,,
Penny Lane,1B,Right,FP,H,5,,,,,
Nick Dudley,SM,Right,,,5,,,,,
Whit Merto,BC,Right,BB,S,5,,,,,
Nick Willis Jr.,TT,Left,BS,H,5,,,,,
Sam Wood,BC,Left,BS,S,5,,,,,
Dirtbag Darrell,BN,Left,EG,S,5,,,,,
WILL THE THRILL,MH,Left,EG,H,5,,,,,
Almondo Albuterol,TT,Right,,,5,,,,,
Edward Freeman,BC,Left,,,5,,,,,
Skippy Schumaker,BC,Right,EG,H,5,,,,,
Jeff Dingerhitter,HK,Left,BB,B,5,,,,,
Willoughby Hoose,BC,Left,TT,H,5,,,,,
Randy Townsend,MH,Right,,,5,,,,,
Pablo Sanchez III,SM,Right,NH,S,5,,,,,
Snoop E. Dogg,XB,Right,NT,B,5,,,,,
Matt Conzo,WC,Right,WC,B,5,,,,,
Haydn Werfer,S,Left,SF,S,5,,,,,
Javier Tootblan,XB,Right,,,5,,,,,
Drew Savage,BC,Right,EG,S,5,,,,,
Henryk Szydlowski,WC,Right,,,5,,,,,
Petetholomew Preller,1B,Left,EG,B,5,,,,,
Y.E. Wally,TT,Right,WC,H,5,,,,,
Anthony Richards,SM,Right,,,5,,,,,
Conor Sexton,BP,Left,BS,B,5,,,,,
Jerry Jingles,BP,Right,BF,H,5,,,,,
Zum Saparilla,1B,Left,,,5,,,,,
Ziggy Cedar,S,Left,,,5,,,,,
Johnnie Twofingers,1B,Right,TT,H,5,,,,,
Michael Scarn,1B,Left,BB,H,5,,,,,
Basebally McBaseballface,WC,Left,WC,H,5,,,,,
Sven Jorgenson,BC,Right,,,5,,,,,
Sunshine Pardue,S,Left,,,5,,,,,
Gregory Taint,S,Left,,,5,,,,,
Spitz McGregor III,HK,Left,TT,H,5,,,,,
Skinny Bear Brown Hill,BN,Right,BS,B,5,,,,,
Duke McCracken,BP,Right,,,5,,,,,
Paxton Paige,S,Left,,,5,,,,,
ModeratoSevere PlaquePsoriasis,XB,Right,,,5,,,,,
Spike McBride,BN,Right,,,5,,,,,
Burg McTurdBerg,SF,Right,,,5,,,,,
Caelan Rooney,EN,Right,,,5,,,,,
Grand Salami,BP,Right,,,5,,,,,
Grimm Carp,BP,Right,,,5,,,,,
Cal Lidous,SM,Right,NH,H,5,,,,,
Alaina Mclean,HK,Left,BS,H,5,,,,,
Julian O'Sullivan,TT,Right,,,5,,,,,
Boof Jones,1B,Left,EG,B,5,,,,,
Sarah Curvingsworth,BC,Right,EG,S,5,,,,,
Kegs Mabry,HK,Left,,,5,,,,,
Mitch Kramer,SM,Right,NH,H,5,,,,,
Jackson Takegi,1B,Right,FP,S,5,,,,,
Sid Houn,1B,Left,TD,S,5,,,,,
Jimjon Jonjim,WC,Left,FP,S,5,,,,,
Gil Metz,XB,Left,TT,S,5,,,,,
A.Z. Chapman,TT,Right,,,5,,,,,
Lemon Ade,SM,Left,TD,S,5,,,,,
Fizzbear Doormat,XB,Left,,,5,,,,,
John Smith,WC,Right,TT,S,5,,,,,
Jasmine Skyla,1B,Right,BS,S,5,,,,,
Rhys Wilson,EN,Left,TD,H,5,,,,,
Alaric Davis,SM,Left,TD,H,5,,,,,
Oregano Moon,S,Left,,,5,,,,,
Abelardo Montoya,MH,Left,,,5,,,,,
Salazar Santiago,SM,Left,BS,H,5,,,,,
Christian Bevan,XB,Right,,,5,,,,,
Thomas Chiggins,BP,Right,BS,B,5,,,,,
Ping Pong,MH,Left,,,5,,,,,
Lane Drew,BC,Left,NH,S,5,,,,,
Ayden Davis,EN,Right,BS,S,5,,,,,
London Clarke,XB,Right,,,5,,,,,
Austin Schwartz,1B,Left,,,5,,,,,
Jeff Loldee,S,Right,,,5,,,,,
Carlos,WC,Left,WC,H,5,,,,,
Petra Sabor,WC,Left,FP,S,5,,,,,
Thomas Beowulf Jr.,SM,Left,BS,B,5,,,,,
Triston Uzumaki,BP,Right,BS,H,5,,,,,
Dick Woolridge,BP,Right,BS,B,5,,,,,
Mason Spurs,BC,Left,NT,S,5,,,,,
Scott Medge,TT,Right,,,5,,,,,
Sevag Vapor,BC,Right,,,5,,,,,
Otis Nixon Sr.,MH,Left,,,5,,,,,
Joseph Michaels,S,Right,,,5,,,,,
John-Rhys Ealy,WC,Right,,,5,,,,,
Becky McBadbat,WC,Left,,,5,,,,,
Revant Avenir,WC,Right,,,5,,,,,
Dick McScrotington,BC,Left,,,5,,,,,
Juan Diego De Las Rosas,1B,Right,,,5,,,,,
Ace Sputley,BP,Right,BF,H,5,,,,,
Anita Shower,WC,Left,,,5,,,,,
Velvet Scarlatina,1B,Right,NT,H,5,,,,,
Scrub Magooch,WC,Left,FP,H,5,,,,,
Matt Longballo,1B,Right,BS,H,5,,,,,
Nate Lewis,BC,Right,,,5,,,,,
Randy Pole,SF,Right,TT,S,5,,,,,
Legend 27,1B,Right,,,5,,,,,
Barney Turbo,BC,Right,,,5,,,,,
Lincoln Lincoln,WC,Right,,,5,,,,,
Nick Papagiorgio,EN,Right,,,5,,,,,
Grigury Polinko,BC,Left,,,5,,,,,
Willians Adobestudio,BP,Right,,,5,,,,,
Kev Biffington,TT,Left,,,5,,,,,
Valeria Lisova,XB,Left,NH,S,5,,,,,
Rapid Eagle,MH,Right,TD,H,5,,,,,
JP Panik,BC,Left,,,5,,,,,
Holden Summers,1B,Left,BS,H,5,,,,,
Dane Konrad,BC,Left,BS,B,5,,,,,
Byron Leftwich,SM,Left,BB,B,5,,,,,
Todd Bonzalez,BN,Right,BF,S,5,,,,,
Whorpus Whiff,SM,Right,BS,H,5,,,,,
Crimson Chin,BP,Left,FP,S,5,,,,,
Pete Goldinger,BC,Right,NH,B,5,,,,,
Crawdaddy,1B,Right,EG,S,5,,,,,
Zander Ackley,TT,Right,BS,S,5,,,,,
Swing N. Miss,1B,Right,FP,S,5,,,,,
Lane Clementine IV,MH,Left,BS,H,5,,,,,
G.H. Morello,BC,Right,BS,H,5,,,,,
Charles Magnus,BP,Right,BS,S,5,,,,,
Levi Pyram,BC,Right,BB,B,5,,,,,
Tommy Foxconn,SM,Right,NH,S,5,,,,,
Carson McSchellenturd,MH,Right,TT,S,5,,,,,
Charlie Yeager,EN,Left,BS,H,5,,,,,
Filet-Mignon Jackson,SM,Left,NH,H,5,,,,,
Sylvester Cinnamon,SF,Left,BS,B,5,,,,,
Caleb Athen,BP,Left,BS,H,5,,,,,
Jordon Canning,MH,Right,FP,S,5,,,,,
Daoud Mata,MH,Right,TT,H,5,,,,,
Caleb Miller,EN,Right,BF,H,5,,,,,
T.J. Valencia,1B,Left,BS,B,5,,,,,
Buttholo Colon,BN,Left,BS,H,5,,,,,
Bronske Jones,BN,Right,BB,B,5,,,,,
Oral Nanny,MH,Right,BS,H,5,,,,,
Mike Hunt,BC,Right,EG,H,5,,,,,
Jeremius Popdilius,MH,Right,BS,H,5,,,,,
Lawless Gomez,WC,Right,NH,H,5,,,,,
Amides Gall,WC,Right,BF,B,5,,,,,
Callie Braden,MH,Left,BS,H,5,,,,,
Tom West,SM,Right,WC,H,5,,,,,
Geoff Swrd,SM,Right,BF,H,5,,,,,
Justin Martin,BC,Right,BS,H,5,,,,,
Jobert Maclin,SM,Right,BS,B,5,,,,,
Maxwell Planck,WC,Right,EG,B,5,,,,,
Richard Hard,BC,Left,BS,B,5,,,,,
Nar Wil,1B,Left,TT,H,5,,,,,
Jim Morrison,WC,Right,WC,B,5,,,,,
Ferdinand Sea-Bull,WC,Left,WC,S,5,,,,,
Benjamin Dover,SM,Left,BF,H,5,,,,,
Fatih Terim,MH,Left,TT,H,5,,,,,
Basic Balanced,BN,Right,BB,B,5,,,,,
Basic Strikeout,BN,Right,BS,B,5,,,,,
Basic Finesse,BN,Right,BF,B,5,,,,,
No Homers,BN,Right,NH,B,5,,,,,
Flyball Pitcher,BN,Right,FP,B,5,,,,,
Trust Your Defense,BN,Right,TD,B,5,,,,,
Pretzel Pezzullo,BC,Left,EG,S,5,,,,,
Joshua Stott,BC,Right,EG,B,5,,,,,
Rob Pancakes,BC,Left,BS,B,5,,,,,
Alex Jones,BN,Right,BB,B,5,,,,,
Ambiorix Madhavapeddy,BC,Left,BF,B,5,,,,,
Lim Tincecum,BC,Right,BF,B,5,,,,,
Cameron Brate,BC,Left,BF,B,5,,,,,
William Hatchet,BC,Right,BB,,5,,,,,
Batholemew Masters,BN,Left,BS,B,5,,,,,
Bartholemew Crumblepuff,BP,Left,BB,B,5,,,,,
Blaine Bridgestone,BP,Left,BF,B,5,,,,,
Kyle Grimes Jr.,BP,Right,BF,B,5,,,,,
Marcel Hoffer,BP,Right,BS,B,5,,,,,
Com Copper,BN,Right,BB,B,5,,,,,
Jimbob Cooter,BN,Right,BB,B,5,,,,,
Moritz Steifel,BC,Right,BB,B,5,,,,,
Owen Uridge,BN,Right,BF,B,5,,,,,
Sonny Streaker,BC,Right,BF,B,5,,,,,
Harvey BargepargeS2,BC,Right,BS,B,5,,,,,
Big Tuna,BN,Right,BB,B,5,,,,,
Bracton Abella,BN,Right,BB,B,5,,,,,
Dougie McElroy,BN,Left,BF,B,5,,,,,
Cy Hadd,BP,Right,BS,B,5,,,,,
Danger Steele,BC,Left,BF,B,5,,,,,
Norwood McKenzie,BP,Left,BS,,5,,,,,
Dilly Dilly,BC,Left,BS,B,5,,,,,
Tim Burr,BP,Left,BS,B,5,,,,,
Joey Powers,BP,Left,BS,B,5,,,,,
Frankie Stickyfingers,BN,Right,BB,B,5,,,,,
Sal Shark,BN,Right,BB,B,5,,,,,
Hoagie Sauce,BN,Right,BS,B,5,,,,,
Jay Bedia,BC,Left,BF,B,5,,,,,
Jay Schwizzle,BC,Left,BB,B,5,,,,,
Joshua Mador,BP,Right,BS,B,5,,,,,
Jarace Walker,BP,Right,BS,B,5,,,,,
Kawabunga Joe,BC,Right,BF,B,5,,,,,
Kent F. Corey III,BC,Left,BF,,5,,,,,
Pablo Sanchez II,BC,Left,BB,B,5,,,,,
Monique Reampie,BC,Right,BF,B,5,,,,,
Ronald Swanson,BP,Right,BB,B,5,,,,,
Sloppy Thurston,BN,Right,BS,B,5,,,,,
Talious Greyoak,BN,Right,BF,B,5,,,,,
Villar Porn,BN,Right,BS,B,5,,,,,
Nina Nuckolls,BC,Left,BF,B,5,,,,,
Schlong Schmeckle,BP,Right,BF,B,5,,,,,
Brady McElroy,BN,Right,BB,B,5,,,,,
Blackbird Lane,SM,Left,EG,S,5,,,,,
Phokits Balfour,BC,Right,BS,,5,,,,,
Ricky Steele,BN,Right,BB,,5,,,,,
Noah Koufax,BN,Right,BB,,5,,,,,
Ron Swanson Patterson,SF,Right,FP,B,5,,,,,
Michael Voorhees,BN,Left,,,5,,,,,
Heavy Raine,BP,Left,,,5,,,,,
Forrest Saathoff,TT,Right,,,5,,,,,
Miles Morales,BN,Left,,,5,,,,,
Meerkat Timmons,EN,Left,EG,S,5,,,,,
Pike Miazza,BP,Right,,,5,,,,,
Dig Bick,MH,Right,,,5,,,,,
Biff Studd,TT,Right,,,5,,,,,
Willie Dustice,TT,Left,,,5,,,,,
Buster Hyman,BP,Left,BS,B,5,,,,,
Carly Bae,BC,Right,EG,H,5,,,,,
Dog Man,XB,Right,,,5,,,,,
Maxo Caluow,1B,Left,,,5,,,,,
Jack Kasutori,BC,Right,,,5,,,,,
Dick Cockman,XB,Right,,,5,,,,,
Deleted Player,TT,Right,,,5,,,,,
Elwood Blues,BP,Right,,,5,,,,,
Thelonius Jarts,WC,Left,,,5,,,,,
Buttmud Brooks,BP,Right,,,5,,,,,
Phoenix Wright,TT,Right,,,5,,,,,
H.E. Pennypacker,WC,Right,,,5,,,,,
Sniffer Pownes,BP,Right,,,5,,,,,
Buttington Plugsworth,BC,Right,,,5,,,,,
Senior Poopfeast,WC,Right,,,5,,,,,
Max Hammersmith,MH,Right,,,5,,,,,
Finn Twatenson,XB,Right,TT,S,5,,,,,
Tank Tucker,TT,Left,,,5,,,,,
Suki Tamagotchi,BC,Left,,,5,,,,,
Richard Cheese Jr.,S,Right,,,5,,,,,
Fyuk Yu,1B,Right,,,5,,,,,
Esmerelda Skysurfer,HK,Right,,,5,,,,,
Zombo Domino,1B,Right,,,5,,,,,
Jack Gorillacakes,BP,Right,,,5,,,,,
Jordan Alomar,BC,Right,,,5,,,,,
James Charles,WC,Right,,,5,,,,,
Mitch Gervowski,BP,Left,,,5,,,,,
James Chalmers,TT,Left,,,5,,,,,
Guillermo Armadillo,1B,Right,,,5,,,,,
JT Longbottoms,XB,Right,,,5,,,,,
Bucky Rosotto Jr.,TT,Right,,,5,,,,,
Louie Scoville,HK,Right,,,5,,,,,
ageosteei,SF,Right,,,5,,,,,
Alex Yaxley,BP,Right,,,5,,,,,
Art Zyz,BN,Right,,,5,,,,,
Ronnie Voss,BC,Right,,,5,,,,,
George Ewell,BP,Right,,,5,,,,,
Mike Anderson,BC,Right,,,5,,,,,
T.R. Guthrie,BN,Right,,,5,,,,,
Ravittsu Suramub?to,BN,Right,,,5,,,,,
Bobson Dugnutt,BN,Right,,,5,,,,,
Burt Maclin,BP,Left,,,5,,,,,
C.H. Lee,BN,Right,,,5,,,,,
Twinkie Power,BN,Left,,,5,,,,,
Kolko V. Knight,BN,Right,,,5,,,,,
Lee De Leon,BP,Left,,,5,,,,,
Lemmy Fraser,BN,Right,,,5,,,,,
Methuselah Saltalamacchia,BC,Right,,,5,,,,,
Patrick Stump,BP,Right,,,5,,,,,
Spaghetti Hitchens,BN,Right,,,5,,,,,
Vlad III,BN,Right,,,5,,,,,
Quin Mo-Lac,BN,Left,,,5,,,,,
Vince Monster,BN,Left,,,5,,,,,
Minyi Liu,BP,Right,,,5,,,,,
John Nitro,TT,Right,,,5,,,,,
Big Smoke Anderson,BN,Right,,,5,,,,,
Rusty Shackleford,HK,Left,,,5,,,,,
Jose Jose-Jose,MH,Right,,,5,,,,,
Biggie Moonshota,BP,Left,,,5,,,,,
B.B. Bambino Jr.,SM,Right,,,5,,,,,
Tyler Gordon,S,Left,EG,B,5,,,,,
Antonin Periwinkle,XB,Left,,,5,,,,,
Scottish Tweegy,BC,Right,,,5,,,,,
Forehead Jones,MH,Left,,,5,,,,,
Doughy Blobbo,WC,Right,,,5,,,,,
Charles Moore,HK,Right,,,5,,,,,
Deirf Smith,XB,Left,,,5,,,,,
Red Trapper,MH,Left,,,5,,,,,
Oil Can Titcomb,XB,Right,,,5,,,,,
Radio Head,BC,Right,,,5,,,,,
Kanye East,XB,Right,,,5,,,,,
Otis Falconer,XB,Left,,,5,,,,,
Reuben Sand-Witch,1B,Left,,,5,,,,,
Lenny Van der Bakker,TT,Right,,,5,,,,,
John Lindros,EN,Left,,,5,,,,,
Rod Stewart,1B,Left,,,5,,,,,
Qwerty Jenkins,BP,Left,,,5,,,,,
Johnny Brujo,BP,Left,,,5,,,,,
Carlos Keller,1B,Right,,,5,,,,,
Jay Cooper,TT,Right,,,5,,,,,
Dalton Steever,BP,Left,,,5,,,,,
Garlick Bread,S,Left,,,5,,,,,
Drax Frost,1B,Left,,,5,,,,,
Hilikus Kesyr,BN,Right,,,5,,,,,
Dash Supernova,BP,Right,,,5,,,,,
Kaladin Batblessed,TT,Right,,,5,,,,,
Boomer Magruder,MH,Left,,,5,,,,,
Norii Aru,1B,Right,FP,B,5,,,,,
Jack Jackson,BP,Left,,,5,,,,,
Hal Kennedy,BP,Right,,,5,,,,,
Thor Gannon,MH,Right,,,5,,,,,
Dominick Vielbaum,BP,Left,,,5,,,,,
Hans Goober,BC,Right,,,5,,,,,
Cannonball Dickerson,BC,Left,,,5,,,,,
Gristle Thornbody,BN,Right,,,5,,,,,
John Cheenah,BP,Left,,,5,,,,,
Bingo Bongo,BC,Right,,,5,,,,,
Bo Kinsella,BN,Right,,,5,,,,,
James Maso,BN,Right,,,5,,,,,
Filthy Frank,BP,Left,,,5,,,,,
Valentino Rollin,BP,Right,,,5,,,,,
Caleb VanVacter,BC,Right,BF,B,5,,,,,
Cesar Saladen,BP,Left,,,5,,,,,
Fat Batter,BP,Left,,,5,,,,,
Travis Hanky,BN,Right,,,5,,,,,
I.M. Organic,BP,Right,,,5,,,,,
Jaco Banaco,BC,Right,,,5,,,,,
Poo Diego,BN,Right,,,5,,,,,
Ace Acel,MH,Left,,,5,,,,,
Lefty Schweez,BC,Left,,,5,,,,,
Miklu Vitun,S,Left,,,5,,,,,
Sonny Scheim,BN,Right,BB,,5,,,,,
Tony McGooch,S,Right,,,5,,,,,
Will Power,BN,Right,,,5,,,,,
Ben Beezle,WC,Right,,,5,,,,,
Kimberly Jongun,WC,Right,,,5,,,,,
Mac Aves,XB,Left,,,5,,,,,
Owen Thirlwell,BC,Right,,,5,,,,,
Clipper Charge,BC,Right,,,5,,,,,
Trey Rangers,BN,Right,,,5,,,,,
Zachary Benz,EN,Left,,,5,,,,,
walnuts labonte,1B,Right,,,5,,,,,
Dwendle Van Hammersmith,1B,Right,,,5,,,,,
Foxx Dashington,XB,Right,,,5,,,,,
Splash Nelson,1B,Right,,,5,,,,,
Jonathan Park,BP,Right,,,5,,,,,
Dong Soto,TT,Right,,,5,,,,,
Maddy Berg,BC,Right,,,5,,,,,
Myler Kurray,XB,Left,,,5,,,,,
Kid Notcher,BC,Right,,,5,,,,,
Niko Banks,XB,Right,,,5,,,,,
Rumple Foreskin,XB,Right,,,5,,,,,
dednuts,MH,Right,,,5,,,,,
Gordan Freemon,XB,Right,,,5,,,,,
Packer Jacker,BC,Left,,,5,,,,,
Basepath McLean,BC,Right,,,5,,,,,
Chadimir Guerrero Jr.,BN,Right,,,5,,,,,
Red Lobsterologist,EN,Right,EN,B,5,,,,,
Josh Bay,WC,Right,,,5,,,,,
Dale Gale,WC,Right,,,5,,,,,
Finn Elvis,S,Right,,,5,,,,,
Threepointsix Roentgen,S,Left,,,5,,,,,
Clapper Cheeks,BC,Left,,,5,,,,,
Mike Dexter,S,Right,BB,B,5,,,,,
Millistingo Ansherwaras,S,Right,,,5,,,,,
Taco Sanchez,S,Right,,,5,,,,,
Anthony Stark,XB,Right,,,5,,,,,
Farch Assterfield,WC,Right,,,5,,,,,
D'Lo Brown,XB,Left,,,5,,,,,
Finley Mulligan,1B,Right,,,5,,,,,
Lief de la Foret,1B,Right,,,5,,,,,
Alexander DeGreat,XB,Right,,,5,,,,,
Damon Lindelof,XB,Right,,,5,,,,,
